story_id,person,aliases,predicted_type,sentence_id,text,mention_count,word_count,text_prev,text_next,bert_context,is_primary_in_sentence
1,Tokoh-2,"['ayah', 'orang tua', 'pak ahmad']",Protagonis,13,"`` ayah , tadi ketika kami pulang mengaji , kami menangkap seekor burung merbuk yang sangat indah .",0.20289855072463767,0.5443786982248521,"Dengan penuh kegembiraan , mereka segera pulang dan menunjukkan burung itu kepada ayah mereka .",Bulu-bulunya berkilauan seperti emas .,"Dengan penuh kegembiraan , mereka segera pulang dan menunjukkan burung itu kepada ayah mereka . [SEP] `` ayah , tadi ketika kami pulang mengaji , kami menangkap seekor burung merbuk yang sangat indah . [SEP] Bulu-bulunya berkilauan seperti emas .",1
1,Tokoh-2,"['ayah', 'orang tua', 'pak ahmad']",Protagonis,15,bisakah ayah membuatkan sangkarnya ? '',0.20289855072463767,0.5443786982248521,Bulu-bulunya berkilauan seperti emas .,tanya Ahmad penuh antusias .,Bulu-bulunya berkilauan seperti emas . [SEP] bisakah ayah membuatkan sangkarnya ? '' [SEP] tanya Ahmad penuh antusias .,1
1,Tokoh-2,"['ayah', 'orang tua', 'pak ahmad']",Protagonis,17,"ayah mereka tersenyum dan berkata ayah tidak keberatan , tetapi sekarang ayah sedang sibuk menyiapkan tempat penyimpanan padi kita .",0.20289855072463767,0.5443786982248521,tanya Ahmad penuh antusias .,"Setelah itu selesai , Ayah akan buatkan sangkar untuk burung kalian . ''","tanya Ahmad penuh antusias . [SEP] ayah mereka tersenyum dan berkata ayah tidak keberatan , tetapi sekarang ayah sedang sibuk menyiapkan tempat penyimpanan padi kita . [SEP] Setelah itu selesai , Ayah akan buatkan sangkar untuk burung kalian . ''",1
1,Tokoh-2,"['ayah', 'orang tua', 'pak ahmad']",Protagonis,18,"setelah itu selesai , ayah akan buatkan sangkar untuk burung kalian . ''",0.20289855072463767,0.5443786982248521,"Ayah mereka tersenyum dan berkata Ayah tidak keberatan , tetapi sekarang Ayah sedang sibuk menyiapkan tempat penyimpanan padi kita .","`` Baiklah , Ayah jawab Ahmad dan Muhammad dengan patuh .","Ayah mereka tersenyum dan berkata Ayah tidak keberatan , tetapi sekarang Ayah sedang sibuk menyiapkan tempat penyimpanan padi kita . [SEP] setelah itu selesai , ayah akan buatkan sangkar untuk burung kalian . '' [SEP] `` Baiklah , Ayah jawab Ahmad dan Muhammad dengan patuh .",1
1,Tokoh-2,"['ayah', 'orang tua', 'pak ahmad']",Protagonis,19,"`` baiklah , ayah jawab ahmad dan muhammad dengan patuh .",0.20289855072463767,0.5443786982248521,"Setelah itu selesai , Ayah akan buatkan sangkar untuk burung kalian . ''",Burung itu kemudian mereka pelihara dengan penuh kasih sayang .,"Setelah itu selesai , Ayah akan buatkan sangkar untuk burung kalian . '' [SEP] `` baiklah , ayah jawab ahmad dan muhammad dengan patuh . [SEP] Burung itu kemudian mereka pelihara dengan penuh kasih sayang .",1
1,Tokoh-2,"['ayah', 'orang tua', 'pak ahmad']",Protagonis,29,"orang tua itu menjawab barang siapa yang memakan kepala burung ini , ia akan menjadi raja .",0.20289855072463767,0.5443786982248521,"Wak Pawang Merbuk bertanya Apakah tuah burung itu , dan siapa pemiliknya ? ''","Dan barang siapa yang memakan hatinya , ia akan menjadi menteri .","Wak Pawang Merbuk bertanya Apakah tuah burung itu , dan siapa pemiliknya ? '' [SEP] orang tua itu menjawab barang siapa yang memakan kepala burung ini , ia akan menjadi raja . [SEP] Dan barang siapa yang memakan hatinya , ia akan menjadi menteri .",1
1,Tokoh-2,"['ayah', 'orang tua', 'pak ahmad']",Protagonis,48,"melihat ayah mereka pulang dari sawah , wak pawang merbuk pun berbicara langsung kepada pak ahmad dan menyampaikan keinginannya untuk membeli burung itu .",0.20289855072463767,0.5443786982248521,Burung ini sudah seperti saudara kami sendiri . '',"Pak Ahmad hampir setuju , karena mereka sangat membutuhkan uang , tetapi ia tidak bisa langsung mengambil keputusan .","Burung ini sudah seperti saudara kami sendiri . '' [SEP] melihat ayah mereka pulang dari sawah , wak pawang merbuk pun berbicara langsung kepada pak ahmad dan menyampaikan keinginannya untuk membeli burung itu . [SEP] Pak Ahmad hampir setuju , karena mereka sangat membutuhkan uang , tetapi ia tidak bisa langsung mengambil keputusan .",1
1,Tokoh-2,"['ayah', 'orang tua', 'pak ahmad']",Protagonis,49,"pak ahmad hampir setuju , karena mereka sangat membutuhkan uang , tetapi ia tidak bisa langsung mengambil keputusan .",0.20289855072463767,0.5443786982248521,"Melihat ayah mereka pulang dari sawah , Wak Pawang Merbuk pun berbicara langsung kepada Pak Ahmad dan menyampaikan keinginannya untuk membeli burung itu .",`` Bagaimana jika dua-tiga hari lagi Wak Pawang datang kembali ?,"Melihat ayah mereka pulang dari sawah , Wak Pawang Merbuk pun berbicara langsung kepada Pak Ahmad dan menyampaikan keinginannya untuk membeli burung itu . [SEP] pak ahmad hampir setuju , karena mereka sangat membutuhkan uang , tetapi ia tidak bisa langsung mengambil keputusan . [SEP] `` Bagaimana jika dua-tiga hari lagi Wak Pawang datang kembali ?",1
1,Tokoh-2,"['ayah', 'orang tua', 'pak ahmad']",Protagonis,67,"tidak lama setelah itu , pak ahmad pulang dari sawah dan mengetahui kejadian tersebut .",0.20289855072463767,0.5443786982248521,"Ahmad memakan kepala burung , sementara Muhammad memakan hatinya .","Ia marah besar dan , tanpa mendengar penjelasan anak-anaknya , mengusir mereka dari rumah .","Ahmad memakan kepala burung , sementara Muhammad memakan hatinya . [SEP] tidak lama setelah itu , pak ahmad pulang dari sawah dan mengetahui kejadian tersebut . [SEP] Ia marah besar dan , tanpa mendengar penjelasan anak-anaknya , mengusir mereka dari rumah .",1
1,Tokoh-3,['puteri sulung'],Lainnya,74,raja yang sudah tua memutuskan untuk menikahkan ahmad dengan puteri sulung dan muhammad dengan puteri bungsu .,0.0,0.011834319526627217,"Setelah berbagai petualangan dan rintangan , kedua bersaudara ini akhirnya bertemu kembali di istana Ahmad .","Ahmad pun menjadi raja , sementara Muhammad menjadi menteri .","Setelah berbagai petualangan dan rintangan , kedua bersaudara ini akhirnya bertemu kembali di istana Ahmad . [SEP] raja yang sudah tua memutuskan untuk menikahkan ahmad dengan puteri sulung dan muhammad dengan puteri bungsu . [SEP] Ahmad pun menjadi raja , sementara Muhammad menjadi menteri .",1
1,Tokoh-4,['puteri bungsu'],Lainnya,74,raja yang sudah tua memutuskan untuk menikahkan ahmad dengan puteri sulung dan muhammad dengan puteri bungsu .,0.0,0.011834319526627217,"Setelah berbagai petualangan dan rintangan , kedua bersaudara ini akhirnya bertemu kembali di istana Ahmad .","Ahmad pun menjadi raja , sementara Muhammad menjadi menteri .","Setelah berbagai petualangan dan rintangan , kedua bersaudara ini akhirnya bertemu kembali di istana Ahmad . [SEP] raja yang sudah tua memutuskan untuk menikahkan ahmad dengan puteri sulung dan muhammad dengan puteri bungsu . [SEP] Ahmad pun menjadi raja , sementara Muhammad menjadi menteri .",1
1,Tokoh-5,['raja'],Protagonis,29,"orang tua itu menjawab barang siapa yang memakan kepala burung ini , ia akan menjadi raja .",0.057971014492753624,0.041420118343195256,"Wak Pawang Merbuk bertanya Apakah tuah burung itu , dan siapa pemiliknya ? ''","Dan barang siapa yang memakan hatinya , ia akan menjadi menteri .","Wak Pawang Merbuk bertanya Apakah tuah burung itu , dan siapa pemiliknya ? '' [SEP] orang tua itu menjawab barang siapa yang memakan kepala burung ini , ia akan menjadi raja . [SEP] Dan barang siapa yang memakan hatinya , ia akan menjadi menteri .",1
1,Tokoh-5,['raja'],Protagonis,52,"dengan penuh ambisi , wak pawang merbuk pulang sambil membayangkan dirinya menjadi raja .",0.057971014492753624,0.041420118343195256,Aku akan membujuk anak-anakku lebih dulu ujarnya .,"Beberapa hari kemudian , Ibu Ahmad dan Muhammad mengambil keputusan sendiri .","Aku akan membujuk anak-anakku lebih dulu ujarnya . [SEP] dengan penuh ambisi , wak pawang merbuk pulang sambil membayangkan dirinya menjadi raja . [SEP] Beberapa hari kemudian , Ibu Ahmad dan Muhammad mengambil keputusan sendiri .",1
1,Tokoh-5,['raja'],Protagonis,71,ahmad akhirnya terpilih menjadi raja setelah gajah putih kerajaan menemukannya tertidur di bawah pohon .,0.057971014492753624,0.041420118343195256,"Dalam perjalanan mereka di hutan , mereka berpisah tanpa sengaja .","Sementara itu , Muhammad menemukan ranting ajaib yang bisa memenuhi keinginannya .","Dalam perjalanan mereka di hutan , mereka berpisah tanpa sengaja . [SEP] ahmad akhirnya terpilih menjadi raja setelah gajah putih kerajaan menemukannya tertidur di bawah pohon . [SEP] Sementara itu , Muhammad menemukan ranting ajaib yang bisa memenuhi keinginannya .",1
1,Tokoh-5,['raja'],Protagonis,74,raja yang sudah tua memutuskan untuk menikahkan ahmad dengan puteri sulung dan muhammad dengan puteri bungsu .,0.057971014492753624,0.041420118343195256,"Setelah berbagai petualangan dan rintangan , kedua bersaudara ini akhirnya bertemu kembali di istana Ahmad .","Ahmad pun menjadi raja , sementara Muhammad menjadi menteri .","Setelah berbagai petualangan dan rintangan , kedua bersaudara ini akhirnya bertemu kembali di istana Ahmad . [SEP] raja yang sudah tua memutuskan untuk menikahkan ahmad dengan puteri sulung dan muhammad dengan puteri bungsu . [SEP] Ahmad pun menjadi raja , sementara Muhammad menjadi menteri .",1
1,Tokoh-5,['raja'],Protagonis,75,"ahmad pun menjadi raja , sementara muhammad menjadi menteri .",0.057971014492753624,0.041420118343195256,Raja yang sudah tua memutuskan untuk menikahkan Ahmad dengan Puteri Sulung dan Muhammad dengan Puteri Bungsu .,"Akhirnya , mereka hidup makmur dan bahagia , membuktikan bahwa takdir telah membawa mereka ke tempat yang seharusnya .","Raja yang sudah tua memutuskan untuk menikahkan Ahmad dengan Puteri Sulung dan Muhammad dengan Puteri Bungsu . [SEP] ahmad pun menjadi raja , sementara muhammad menjadi menteri . [SEP] Akhirnya , mereka hidup makmur dan bahagia , membuktikan bahwa takdir telah membawa mereka ke tempat yang seharusnya .",1
1,Tokoh-6,['tetangga'],Protagonis,5,"ahmad dan muhammad adalah anak-anak yang berbudi luhur , ramah terhadap tetangga , serta penyayang terhadap binatang .",0.0,0.014792899408284023,"Setiap pagi , kedua orang tua Ahmad dan Muhammad pergi ke sawah , dan kedua anak itu ikut membantu mereka .","Oleh karena itu , orang-orang di kampung sangat menyayangi mereka .","Setiap pagi , kedua orang tua Ahmad dan Muhammad pergi ke sawah , dan kedua anak itu ikut membantu mereka . [SEP] ahmad dan muhammad adalah anak-anak yang berbudi luhur , ramah terhadap tetangga , serta penyayang terhadap binatang . [SEP] Oleh karena itu , orang-orang di kampung sangat menyayangi mereka .",1
1,Tokoh-7,['ahmad'],Antagonis,2,"anak sulung mereka bernama ahmad , sementara anak bungsunya bernama muhammad .",0.3188405797101449,0.6834319526627219,"Di sebuah kampung kecil , hiduplah sepasang suami istri dengan dua orang anak laki-laki .","Keluarga ini tinggal di sebuah gubuk tua , dan pekerjaan mereka sehari-hari adalah bercocok tanam di sebidang tanah yang tidak jauh dari rumah mereka .","Di sebuah kampung kecil , hiduplah sepasang suami istri dengan dua orang anak laki-laki . [SEP] anak sulung mereka bernama ahmad , sementara anak bungsunya bernama muhammad . [SEP] Keluarga ini tinggal di sebuah gubuk tua , dan pekerjaan mereka sehari-hari adalah bercocok tanam di sebidang tanah yang tidak jauh dari rumah mereka .",1
1,Tokoh-7,['ahmad'],Antagonis,4,"setiap pagi , kedua orang tua ahmad dan muhammad pergi ke sawah , dan kedua anak itu ikut membantu mereka .",0.3188405797101449,0.6834319526627219,"Keluarga ini tinggal di sebuah gubuk tua , dan pekerjaan mereka sehari-hari adalah bercocok tanam di sebidang tanah yang tidak jauh dari rumah mereka .","Ahmad dan Muhammad adalah anak-anak yang berbudi luhur , ramah terhadap tetangga , serta penyayang terhadap binatang .","Keluarga ini tinggal di sebuah gubuk tua , dan pekerjaan mereka sehari-hari adalah bercocok tanam di sebidang tanah yang tidak jauh dari rumah mereka . [SEP] setiap pagi , kedua orang tua ahmad dan muhammad pergi ke sawah , dan kedua anak itu ikut membantu mereka . [SEP] Ahmad dan Muhammad adalah anak-anak yang berbudi luhur , ramah terhadap tetangga , serta penyayang terhadap binatang .",1
1,Tokoh-7,['ahmad'],Antagonis,5,"ahmad dan muhammad adalah anak-anak yang berbudi luhur , ramah terhadap tetangga , serta penyayang terhadap binatang .",0.3188405797101449,0.6834319526627219,"Setiap pagi , kedua orang tua Ahmad dan Muhammad pergi ke sawah , dan kedua anak itu ikut membantu mereka .","Oleh karena itu , orang-orang di kampung sangat menyayangi mereka .","Setiap pagi , kedua orang tua Ahmad dan Muhammad pergi ke sawah , dan kedua anak itu ikut membantu mereka . [SEP] ahmad dan muhammad adalah anak-anak yang berbudi luhur , ramah terhadap tetangga , serta penyayang terhadap binatang . [SEP] Oleh karena itu , orang-orang di kampung sangat menyayangi mereka .",1
1,Tokoh-7,['ahmad'],Antagonis,8,itulah rutinitas harian ahmad dan muhammad yang berlangsung dengan penuh ketekunan .,0.3188405797101449,0.6834319526627219,"Setiap pagi , mereka membantu orang tua di sawah , dan pada sore hari mereka pergi mengaji .","Pada suatu sore , dalam perjalanan pulang dari mengaji , mereka melihat seekor burung merbuk yang berulang kali terbang rendah di hadapan mereka .","Setiap pagi , mereka membantu orang tua di sawah , dan pada sore hari mereka pergi mengaji . [SEP] itulah rutinitas harian ahmad dan muhammad yang berlangsung dengan penuh ketekunan . [SEP] Pada suatu sore , dalam perjalanan pulang dari mengaji , mereka melihat seekor burung merbuk yang berulang kali terbang rendah di hadapan mereka .",1
1,Tokoh-7,['ahmad'],Antagonis,16,tanya ahmad penuh antusias .,0.3188405797101449,0.6834319526627219,Bisakah Ayah membuatkan sangkarnya ? '',"Ayah mereka tersenyum dan berkata Ayah tidak keberatan , tetapi sekarang Ayah sedang sibuk menyiapkan tempat penyimpanan padi kita .","Bisakah Ayah membuatkan sangkarnya ? '' [SEP] tanya ahmad penuh antusias . [SEP] Ayah mereka tersenyum dan berkata Ayah tidak keberatan , tetapi sekarang Ayah sedang sibuk menyiapkan tempat penyimpanan padi kita .",1
1,Tokoh-7,['ahmad'],Antagonis,19,"`` baiklah , ayah jawab ahmad dan muhammad dengan patuh .",0.3188405797101449,0.6834319526627219,"Setelah itu selesai , Ayah akan buatkan sangkar untuk burung kalian . ''",Burung itu kemudian mereka pelihara dengan penuh kasih sayang .,"Setelah itu selesai , Ayah akan buatkan sangkar untuk burung kalian . '' [SEP] `` baiklah , ayah jawab ahmad dan muhammad dengan patuh . [SEP] Burung itu kemudian mereka pelihara dengan penuh kasih sayang .",1
1,Tokoh-7,['ahmad'],Antagonis,22,"kemana pun ahmad dan muhammad pergi , burung itu selalu mengikuti mereka , seolah-olah tidak bisa berpisah .",0.3188405797101449,0.6834319526627219,"Karena telah lama dirawat , burung itu menjadi sangat jinak dan tidak perlu diikat .","Di kampung itu , hiduplah seorang pawang burung merbuk yang setiap hari pergi ke hutan untuk memikat burung .","Karena telah lama dirawat , burung itu menjadi sangat jinak dan tidak perlu diikat . [SEP] kemana pun ahmad dan muhammad pergi , burung itu selalu mengikuti mereka , seolah-olah tidak bisa berpisah . [SEP] Di kampung itu , hiduplah seorang pawang burung merbuk yang setiap hari pergi ke hutan untuk memikat burung .",1
1,Tokoh-7,['ahmad'],Antagonis,31,burung itu dimiliki oleh ahmad dan muhammad . '',0.3188405797101449,0.6834319526627219,"Dan barang siapa yang memakan hatinya , ia akan menjadi menteri .","Setelah berkata demikian , lelaki tua itu menghilang .","Dan barang siapa yang memakan hatinya , ia akan menjadi menteri . [SEP] burung itu dimiliki oleh ahmad dan muhammad . '' [SEP] Setelah berkata demikian , lelaki tua itu menghilang .",1
1,Tokoh-7,['ahmad'],Antagonis,37,"keesokan paginya , wak pawang merbuk segera berangkat mencari rumah ahmad dan muhammad .",0.3188405797101449,0.6834319526627219,pikirnya .,"Setelah bertanya ke sana kemari , ia akhirnya menemukan gubuk tempat mereka tinggal .","pikirnya . [SEP] keesokan paginya , wak pawang merbuk segera berangkat mencari rumah ahmad dan muhammad . [SEP] Setelah bertanya ke sana kemari , ia akhirnya menemukan gubuk tempat mereka tinggal .",1
1,Tokoh-7,['ahmad'],Antagonis,41,"`` wa'alaikumussalam , wak jawab ahmad dan muhammad .",0.3188405797101449,0.6834319526627219,"Ia pun menyapa dengan ramah Assalamualaikum , anak-anak . ''",`` Burung kalian sangat jinak .,"Ia pun menyapa dengan ramah Assalamualaikum , anak-anak . '' [SEP] `` wa'alaikumussalam , wak jawab ahmad dan muhammad . [SEP] `` Burung kalian sangat jinak .",1
1,Tokoh-7,['ahmad'],Antagonis,45,"namun , ahmad dan muhammad segera menolak maaf , wak .",0.3188405797101449,0.6834319526627219,"Berapa pun harganya , aku akan membayar tawarnya .",Burung ini tidak kami jual .,"Berapa pun harganya , aku akan membayar tawarnya . [SEP] namun , ahmad dan muhammad segera menolak maaf , wak . [SEP] Burung ini tidak kami jual .",1
1,Tokoh-7,['ahmad'],Antagonis,48,"melihat ayah mereka pulang dari sawah , wak pawang merbuk pun berbicara langsung kepada pak ahmad dan menyampaikan keinginannya untuk membeli burung itu .",0.3188405797101449,0.6834319526627219,Burung ini sudah seperti saudara kami sendiri . '',"Pak Ahmad hampir setuju , karena mereka sangat membutuhkan uang , tetapi ia tidak bisa langsung mengambil keputusan .","Burung ini sudah seperti saudara kami sendiri . '' [SEP] melihat ayah mereka pulang dari sawah , wak pawang merbuk pun berbicara langsung kepada pak ahmad dan menyampaikan keinginannya untuk membeli burung itu . [SEP] Pak Ahmad hampir setuju , karena mereka sangat membutuhkan uang , tetapi ia tidak bisa langsung mengambil keputusan .",1
1,Tokoh-7,['ahmad'],Antagonis,49,"pak ahmad hampir setuju , karena mereka sangat membutuhkan uang , tetapi ia tidak bisa langsung mengambil keputusan .",0.3188405797101449,0.6834319526627219,"Melihat ayah mereka pulang dari sawah , Wak Pawang Merbuk pun berbicara langsung kepada Pak Ahmad dan menyampaikan keinginannya untuk membeli burung itu .",`` Bagaimana jika dua-tiga hari lagi Wak Pawang datang kembali ?,"Melihat ayah mereka pulang dari sawah , Wak Pawang Merbuk pun berbicara langsung kepada Pak Ahmad dan menyampaikan keinginannya untuk membeli burung itu . [SEP] pak ahmad hampir setuju , karena mereka sangat membutuhkan uang , tetapi ia tidak bisa langsung mengambil keputusan . [SEP] `` Bagaimana jika dua-tiga hari lagi Wak Pawang datang kembali ?",1
1,Tokoh-7,['ahmad'],Antagonis,53,"beberapa hari kemudian , ibu ahmad dan muhammad mengambil keputusan sendiri .",0.3188405797101449,0.6834319526627219,"Dengan penuh ambisi , Wak Pawang Merbuk pulang sambil membayangkan dirinya menjadi raja .","Saat kedua anaknya sedang pergi ke sawah , ia menangkap burung merbuk tersebut dan menyembelihnya .","Dengan penuh ambisi , Wak Pawang Merbuk pulang sambil membayangkan dirinya menjadi raja . [SEP] beberapa hari kemudian , ibu ahmad dan muhammad mengambil keputusan sendiri . [SEP] Saat kedua anaknya sedang pergi ke sawah , ia menangkap burung merbuk tersebut dan menyembelihnya .",1
1,Tokoh-7,['ahmad'],Antagonis,57,"sementara itu , di sawah , ahmad tiba-tiba merasakan firman tidak enak .",0.3188405797101449,0.6834319526627219,"Setelah memanggang burung itu , ia meletakkannya di atas perapian .","`` Muhammad , aku merasa ada sesuatu yang buruk terjadi di rumah katanya .","Setelah memanggang burung itu , ia meletakkannya di atas perapian . [SEP] sementara itu , di sawah , ahmad tiba-tiba merasakan firman tidak enak . [SEP] `` Muhammad , aku merasa ada sesuatu yang buruk terjadi di rumah katanya .",1
1,Tokoh-7,['ahmad'],Antagonis,64,ahmad dan muhammad hampir pingsan karena kesedihan .,0.3188405797101449,0.6834319526627219,"Daripada terbuang sia-sia , ibu memotong dan memanggangnya . ''","Namun , mereka akhirnya memutuskan untuk memakan burung yang telah dipanggang itu .","Daripada terbuang sia-sia , ibu memotong dan memanggangnya . '' [SEP] ahmad dan muhammad hampir pingsan karena kesedihan . [SEP] Namun , mereka akhirnya memutuskan untuk memakan burung yang telah dipanggang itu .",1
1,Tokoh-7,['ahmad'],Antagonis,66,"ahmad memakan kepala burung , sementara muhammad memakan hatinya .",0.3188405797101449,0.6834319526627219,"Namun , mereka akhirnya memutuskan untuk memakan burung yang telah dipanggang itu .","Tidak lama setelah itu , Pak Ahmad pulang dari sawah dan mengetahui kejadian tersebut .","Namun , mereka akhirnya memutuskan untuk memakan burung yang telah dipanggang itu . [SEP] ahmad memakan kepala burung , sementara muhammad memakan hatinya . [SEP] Tidak lama setelah itu , Pak Ahmad pulang dari sawah dan mengetahui kejadian tersebut .",1
